Headcount;Poverty.Line.Month;Mean;Median;Gini;Population.Density;Consumption;Arab.Region;East.Asia.and.the.Pacific;Europe.and.Central.Asia;Latin.America.and.the.Caribbean;South.Asia;Sub.Saharan.Africa;Urban.Pop;Age.Dependency;Mean_Class.A;Mean_Class.B;Mean_Class.C
36.500001;149.64095;272.581909179688;194.339996337891;43.5141295194626;298.449565637066;0;0;0;0;1;0;0;65.452;63.1693866511867;1;0;0
22.8;164.51002;361.091613769531;275.643310546875;38.7787610292435;311.464768339768;0;0;0;0;1;0;0;72.746;54.62648911;1;0;0
7.6;148.761;360.573913574219;311.921905517578;29.0166109800339;83.3688085982163;1;0;0;1;0;0;0;54.993;47.2220590108909;1;0;0
7.1;172.721;437.738494873047;368.053100585938;30.351060628891;79.8376857992225;1;0;0;1;0;0;0;56.092;51.596620265295;1;0;0
50.599998;67.082819;93.4355010986328;66.1354064941406;46.3406592607498;15.555433293995;1;0;0;0;0;0;1;17.701;89.011021953767;1;0;0
66.2;89.206664;84.5293426513672;70.7489471435547;30.8212697505951;187.886458333333;1;0;0;0;0;0;1;64.952;86.5996979164511;1;0;0
66.7;98.753703;135.063095092773;75.1251907348633;56.3198387622833;215.717708333333;1;0;0;0;0;0;1;71.968;84.3741096866097;1;0;0
63.999999;236.76951;273.99169921875;170.452194213867;57.8513979911804;2.98320512820513;0;0;0;0;1;0;0;66.371;62.7413336690411;1;0;0
13;358.63466;712.164001464844;648.872924804688;27.3157209157944;112.108876920838;0;0;0;1;0;0;0;54.685;38.4800713432965;0;1;0
11.9;396.12727;763.588623046875;718.515502929688;24.9701499938965;113.285586522463;0;0;0;1;0;0;0;53.726;45.0860457422501;0;1;0
13.600001;583.91207;1061.42297363281;964.283813476562;24.933260679245;101.685826607499;0;0;0;1;0;0;0;52.658;44.257538969416;0;1;0
12;638.84018;1156.5810546875;1042.44799804688;24.6333599090576;102.992292564709;0;0;0;1;0;0;0;54.541;52.9722688554965;0;1;0
15.4;794.71722;1475.20202636719;1307.88598632812;27.7381598949432;22.8545255154262;0;0;0;1;0;0;0;85.056;53.2015057914553;0;1;0
17.1;905.89229;1701.45300292969;1482.28198242188;29.9741894006729;24.9814981218237;0;0;0;1;0;0;0;87.431;60.4552069734022;0;1;0
69;93.273298;109.14289855957;59.2215881347656;53.1135201454163;58.45552326;1;0;0;0;0;0;1;22.686;84.6396676822046;1;0;0
63;93.809898;115.432601928711;67.5727233886719;51.4526009559631;61.4806395348837;1;0;0;0;0;0;1;22.262;78.4778528655239;1;0;0
58.899999;117.21609;174.324905395508;91.4204406738281;54.5797884464264;64.766511627907;1;0;0;0;0;0;1;23.459;74.3195727387813;1;0;0
39.300001;374.28556;670.346130371094;442.90380859375;46.822789311409;195.541304347826;0;0;0;0;0;0;1;54.537;83.5152850978684;1;0;0
25.299999;351.24155;618.421081542969;541.892395019531;32.1253210306168;210.3521739;0;0;0;0;0;0;1;56.691;45.4127406338758;1;0;0
11.4;102;259.672393798828;194.128799438477;37.5146001577377;94.85927338;1;1;0;0;0;0;0;53.049;76.16026128;1;0;0
55.000001;52.924693;64.8940582275391;47.7350196838379;39.8245692253113;7.44434243964422;1;0;0;0;0;0;1;21.735;108.19718809121;1;0;0
46.700001;67.978514;98.5481719970703;73.3596878051758;43.3212101459503;9.816541454892;1;0;0;0;0;0;1;22.054;104.936552679563;1;0;0
61.699998;65.459297;74.7790832519531;51.6702919006348;42.2125786542892;105.954771097628;1;0;0;0;0;0;1;35.649;83.7459120226787;1;0;0
58.700001;63.496882;78.3923187255859;52.3662910461426;46.0205793380737;121.271244714102;1;0;0;0;0;0;1;38.032;83.4821519226431;1;0;0
55.1;64.581316;80.3568801879883;56.986198425293;43.0561393499374;134.641625298768;1;0;0;0;0;0;1;40.1;81.6156725264543;1;0;0
42.300001;150.5853;253.128601074219;171.529296875;42.8336709737778;123.22151930944;1;0;1;0;0;0;0;31.386;43.910581581005;1;0;0
21.9;148.80109;362.002410888672;257.314300537109;41.819030046463;128.81938577776;1;0;1;0;0;0;0;38.673;40.4461401377809;1;0;0
16.4;154.59778;406.813690185547;297.789489746094;39.4027709960938;131.525432089099;1;0;1;0;0;0;0;43.856;39.0446622774275;1;0;0
9.8999999;165.01693;472.537994384766;363.022491455078;36.4121705293655;135.8972068;1;0;1;0;0;0;0;49.949;40.82103472;1;0;0
72.399998;112.64747;97.8827667236328;80.2922897338867;32.7226907014847;46.7386896256073;1;0;0;1;0;0;0;26.507;77.5904288907675;1;0;0
46.700001;141.35583;173.398300170898;146.724197387695;30.7749509811401;52.6204129751357;1;0;0;1;0;0;0;26.518;65.0218008616376;1;0;0
31.299999;124.98413;203.096694946289;166.217407226562;33.995720744133;60.9123712083003;1;0;0;1;0;0;0;26.742;63.356956956338;1;0;0
57.999998;67.874008;80.4121627807617;57.8493995666504;40.8069312572479;9.39177962675292;1;0;0;1;0;0;0;45.465;72.3161730830198;1;0;0
36.300001;56.3061;88.7970733642578;69.1860809326172;35.9352886676788;60.6061869535978;1;0;1;0;0;0;0;24.619;93.4579098197898;1;0;0
50.400001;67.495293;78.0665588378906;66.813117980957;27.8233200311661;69.6968392737055;1;0;1;0;0;0;0;26.709;92.1379310344828;1;0;0
41.800001;73.878565;95.6564178466797;80.8874664306641;28.6529302597046;78.9731674512441;1;0;1;0;0;0;0;29.133;80.0185179791489;1;0;0
16.2;122.59722;316.489501953125;251.034393310547;37.6901805400848;136.7875;1;0;1;0;0;0;0;23.041;77.8096734008558;1;0;0
22.499999;139.26294;295.566711425781;229.644104003906;37.4964892864227;144.291666666667;1;0;1;0;0;0;0;23.335;76.6626422024589;1;0;0
22.1;141.59895;306.43701171875;231.848693847656;37.5874400138855;139.973611111111;1;0;1;0;0;0;0;23.275;73.6166620727674;1;0;0
18.5;151.76009;440.738006591797;326.655609130859;42.6013112068176;234.727680311891;0;0;0;0;1;0;0;53.757;66.1189392915183;1;0;0
20.999999;127.41821;309.264312744141;239.044692993164;40.2729600667953;241.068810916179;0;0;0;0;1;0;0;54.491;62.3930288351058;1;0;0
11;50.799291;172.371307373047;122.120101928711;43.4337705373764;47.1781282183316;1;1;0;0;0;0;0;53.839;77.6202128943423;1;0;0
7.9999998;49.914667;188.904907226562;138.439697265625;41.6572988033295;58.737113800206;1;1;0;0;0;0;0;61.474;64.8955637709618;1;0;0
20.5;131.99344;287.56201171875;230.996398925781;35.8082592487335;68.4554840370752;1;1;0;0;0;0;0;66.657;44.5490885461441;1;0;0
15.2;153.80775;339.743286132812;280.550109863281;32.8158795833588;71.9615666838311;1;1;0;0;0;0;0;68.056;45.8895814398376;1;0;0
16.1;166.0803;448.932800292969;347.146301269531;38.7850791215897;93.9763106947494;1;0;0;1;0;0;0;70.825;51.7763132340292;1;0;0
14.399999;199.40798;605.630676269531;437.630493164062;41.8775200843811;106.960128893104;1;0;0;1;0;0;0;75.143;49.549755981647;1;0;0
15;198;596.416381835938;434.757507324219;41.9091105461121;108.40222834349;1;0;0;1;0;0;0;75.63;49.29184911;1;0;0
26.300001;115.6252;233.575500488281;174.958206176758;39.1390293836594;351;1;0;1;0;0;0;0;54.796;76.2869982365991;1;0;0
5.7999998;538.17172;1418.96594238281;1178.22497558594;31.111478805542;616;0;0;1;0;0;0;0;69.5;42.322299428626;0;1;0
7.9999998;460.35053;1249.27294921875;1028.62194824219;33.2133293151855;639.988514198569;0;0;1;0;0;0;0;74.4;35.848874120751;0;1;0
7.1500003;532.58391;1362.98901367188;1133.84899902344;31.482720375061;650.32;0;0;1;0;0;0;0;77.1;36.1325897837302;0;1;0
38.999999;34.53548;50.564380645752;40.3403091430664;35.2922201156616;29.41588846;1;0;0;0;0;0;1;19.208;93.6308524140883;1;0;0
35.600001;21.889634;35.7285499572754;27.0435009002686;37.3011291027069;37.8179950327388;1;0;0;0;0;0;1;22.309;89.9582438877454;1;0;0
28.200001;41.767311;78.1648025512695;58.1045608520508;37.7831488847733;51.5616821;1;0;0;0;0;0;1;28.798;90.054892596665;1;0;0
26.4;39.900461;82.6919784545898;58.4975509643555;40.4912292957306;61.71134116;1;0;0;0;0;0;1;33.053;88.3243069757629;1;0;0
56.400001;50.720832;62.6436614990234;45.5085716247559;41.4292693138123;92.8966217907012;1;0;0;0;0;0;1;11.79;104.499170949635;1;0;0
24.5;39.228854;92.8171920776367;62.4733695983887;44.1955596208572;157.204824583354;1;0;0;0;0;0;1;18.878;104.695142605824;1;0;0
19.7;40.993482;101.298698425293;72.4322280883789;41.0099685192108;172.347735886695;1;0;0;0;0;0;1;20.424;102.47567626219;1;0;0
21.4;39.513971;97.4316024780273;67.1962127685547;42.7536904811859;197.723449;1;0;0;0;0;0;1;22.624;98.3152398267261;1;0;0
83.3;294.26914;209.42529296875;180.504592895508;29.0457010269165;83.2023854731246;1;0;0;1;0;0;0;67.283;44.3410415984238;1;0;0
49.700001;286.65227;337.172088623047;286.921905517578;29.7943890094757;80.7577085059376;1;0;0;1;0;0;0;67.969;43.6222061795404;1;0;0
8.6000003;183.26037;362.663909912109;324.311798095703;24.8189806938171;79.180316578057;1;0;0;1;0;0;0;68.596;42.518022552903;1;0;0
6.4000003;168.85653;359.548400878906;317.167297363281;25.4575401544571;77.94720434;1;0;0;1;0;0;0;69.061;44.78767975;1;0;0
1.1;148.61812;458.494110107422;403.384490966797;26.6194701194763;76.6071850189852;1;0;0;1;0;0;0;69.473;48.46643754;1;0;0
32.499999;245.75068;532.048706054688;357.439910888672;45.9415912628174;19.0001199862873;0;0;0;0;1;0;0;93.553;59.0123297398489;1;0;0
18.5;230.91746;686.2919921875;475.607513427734;44.4750189781189;19.193663581305;0;0;0;0;1;0;0;94.414;56.7494258279882;1;0;0
9.7000003;222.91452;810.203125;619.861328125;40.101420879364;19.4288309907439;0;0;0;0;1;0;0;94.945;55.4476754631177;0;1;0
8.8;222.68282;810.065490722656;619.236022949219;39.6765500307083;19.779059536053;0;0;0;0;1;0;0;95.426;54.79711166;0;1;0
13.600001;546.89123;1589.05505371094;1300.50805664062;37.3515099287033;26.2183697712404;0;0;0;0;0;0;0;74.644;51.1418728748516;0;1;0
13.3;593.6171;1792.70703125;1385.24096679688;40.5257195234299;29.7694279699879;0;0;0;0;0;0;0;78.008;52.792626709104;0;1;0
12.5;623.45872;1991.48400878906;1542.83203125;40.7985687255859;32.8786113609374;0;0;0;0;0;0;0;80.269;49.6149866977895;0;0;1
15.099999;660.07848;1914.23706054688;1495.26599121094;40.0107085704803;33.8151813298176;0;0;0;0;0;0;0;80.772;49.670515189153;0;0;1
13.500001;634.78127;2017.81298828125;1519.03405761719;41.2387788295746;35.05197783;0;0;0;0;0;0;0;81.671;51.2095505815438;0;0;1
11.8;659.89712;2249.34790039062;1707.3310546875;41.4078414440155;35.71362209;0;0;0;0;0;0;0;82.256;52.7106770901698;0;0;1
26.499999;38.417199;65.9277420043945;52.7594108581543;33.0436795949936;59.407263751763;1;0;0;1;0;0;0;47.088;67.1469104588677;1;0;0
27.200001;34.901074;62.6664505004883;49.3336296081543;35.2688014507294;60.1026093088858;1;0;0;1;0;0;0;47.571;64.7005675251617;1;0;0
49.000001;194.53214;288.385101318359;196.880706787109;48.0637788772583;239.994193369996;0;0;0;0;1;0;0;86.959;64.3657501070137;1;0;0
31.099999;121.95904;274.06298828125;186.48860168457;47.2314208745956;259.547073194252;0;0;0;0;1;0;0;87.85;61.5946674125344;1;0;0
54.000002;146.61824;191.196197509766;132.214904785156;48.1023192405701;265.429277259974;0;0;0;0;1;0;0;87.902;59.6572467379974;1;0;0
33.1;168.37312;328.738891601562;236.989700317383;44.7705000638962;272.898184280969;0;0;0;0;1;0;0;87.98;57.1781728453341;1;0;0
58.099997;64.071699;73.8199768066406;56.1905784606934;35.6543987989426;217.7746812;1;0;1;0;0;0;0;21.006;73.8639640651038;1;0;0
28.9;50.402995;93.5143432617188;68.8321304321289;37.0296210050583;262.548404443729;1;0;1;0;0;0;0;25.511;56.6473503686557;1;0;0
20.7;102.77325;234.525894165039;174.904998779297;39.2527192831039;283.702554261941;1;0;1;0;0;0;0;30.417;43.0966429642933;1;0;0
6.7000002;99.211544;328.000793457031;266.144500732422;35.7155501842499;308.125245912213;1;0;1;0;0;0;0;35.919;43.7766048259771;1;0;0
12.7;55.263017;148.48030090332;114.98860168457;37.6262307167053;19.3774405250205;1;0;1;0;0;0;0;24.462;72.7698946752487;1;0;0
22.9;124.42454;282.7666015625;202.203201293945;40.7355189323425;62.334628975265;1;0;1;0;0;0;0;21.941;80.8301043524612;1;0;0
26.899999;140.17419;300.757904052734;211.67529296875;42.0465499162674;64.7572438162544;1;0;1;0;0;0;0;20.524;77.2455147734417;1;0;0
18.8;122.366;284.839111328125;211.494201660156;38.7318104505539;67.3911660777385;1;0;1;0;0;0;0;19.385;75.2446498635474;1;0;0
23.7;146.917;242.345596313477;209.811599731445;28.9722710847855;165.987508037108;1;0;0;1;0;0;0;64.804;47.3117896715755;1;0;0
21.5;147.044;244.557800292969;217.597702026367;27.270171046257;166.507853403141;1;0;0;1;0;0;0;65.471;47.3647538943911;1;0;0
18;150.22364;266.123596191406;226.337493896484;29.0129393339157;164.508404519151;1;0;0;1;0;0;0;66.477;48.8051318957458;1;0;0
40.130001;121.78663;174.853393554688;140.359298706055;34.9977910518646;31.1576604731329;1;1;0;0;0;0;0;25.244;111.266467878727;1;0;0
34.799999;92.463893;145.296295166016;115.167602539062;34.7323298454285;38.0843779002595;1;1;0;0;0;0;0;28.936;95.0191547841764;1;0;0
48.6;94.481078;125.286499023438;95.8994827270508;36.7070913314819;48.9108945584029;1;1;0;0;0;0;0;34.165;78.0700719431505;1;0;0
66.600001;172.92012;271.594207763672;100.899597167969;64.7624909877777;39.4699494678878;1;0;0;0;0;0;1;59.536;55.0221729432591;1;0;0
53.200001;157.51789;361.113098144531;141.547805786133;63.3831918239594;42.2202507645764;1;0;0;0;0;0;1;62.218;52.4919380218402;1;0;0
55.500001;164.69691;340.147613525391;135.381195068359;63.0260705947876;44.96450469;1;0;0;0;0;0;1;64.312;52.2185594991572;1;0;0
77.999997;131.67286;104.721099853516;67.4348678588867;48.3336806297302;12.5637054574315;1;0;0;0;0;0;1;36.638;97.0737093624082;1;0;0
62.800002;59.347162;77.538948059082;42.4031791687012;54.6175122261047;16.37567629;1;0;0;0;0;0;1;37.395;97.5223856282855;1;0;0
60.500002;51.223773;75.44140625;39.1529083251953;55.6214928627014;18.3026190828502;1;0;0;0;0;0;1;39.355;97.5176562642901;1;0;0
54.400003;51.785179;87.1632995605469;45.4579696655273;57.136058807373;21.3607406610258;1;0;0;0;0;0;1;41.907;93.2039950061814;1;0;0
72.299999;160.76719;147.529998779297;102.648300170898;43.1535810232162;33.3315652061523;1;0;0;0;0;0;1;33.015;81.2300119889415;1;0;0
